fecha,producto,categoria,cantidad,precio_unitario,total,canal,region
2025-07-05,Smart TV 55'',Electrónica,1,11498.50,11498.50,Online,Yucatán
2025-07-05,Tablet Galaxy 10",Electrónica,1,6499,6499,Online,CDMX
2025-07-05,Dron Junior HD,Juguetes,1,1199,1199,Marketplace,Nuevo León
2025-07-05,Set Ciencia Experimentos,Juguetes,1,628.50,628.50,Tienda física,Yucatán
2025-07-06,Casco Ciclismo Aero,Deportes,3,974,2922,Móvil App,Yucatán
2025-07-06,Kit Bandas Elásticas,Deportes,1,299,299,Tienda física,Puebla
2025-07-07,Cámara Action Go,Electrónica,2,7599,15198,Online,CDMX
2025-07-07,Juego de Ollas Antiadherentes,Hogar,1,2399,2399,Marketplace,CDMX
2025-07-07,Aspiradora Robot Clean+,Hogar,1,5998.50,5998.50,Online,CDMX
2025-07-07,Purificador de Aire Mini,Hogar,1,2899,2899,Marketplace,Chihuahua
2025-07-07,Balón Soccer Pro FIFA,Deportes,6,548.50,3291,Marketplace,CDMX
2025-07-08,Bloques Creativos 500pz,Juguetes,2,898.50,1797,Marketplace,CDMX
2025-07-08,Auto RC Turbo Rally,Juguetes,1,779,779,Móvil App,CDMX
2025-07-10,Kit Bandas Elásticas,Deportes,2,299,598,Marketplace,Nuevo León
2025-07-11,Lentes de Sol Retro,Moda,6,721,4326,Tienda física,Chihuahua
2025-07-12,Teclado Mecánico RGB,Electrónica,1,1599,1599,Tienda física,Jalisco
2025-07-12,Crema Hidratante Aloe,Belleza,1,389,389,Online,Nuevo León
2025-07-13,Bloques Creativos 500pz,Juguetes,1,764,764,Online,CDMX
2025-07-13,Barra de Sonido 2.1,Electrónica,3,2624,7872,Marketplace,CDMX
2025-07-13,Mancuernas Ajustables 10kg,Deportes,1,849,849,Online,CDMX
2025-07-14,Serum Vitamina C 30ml,Belleza,2,626,1252,Tienda física,Nuevo León
2025-07-14,Perfume Noir Intense 100ml,Belleza,1,1424,1424,Tienda física,Chihuahua
2025-07-15,Banda de Correr Plegable,Deportes,2,12498.50,24997,Marketplace,CDMX
2025-07-17,Paleta de Sombras Nude,Belleza,1,499,499,Marketplace,Chihuahua
2025-07-17,Auto RC Turbo Rally,Juguetes,2,778.50,1557,Tienda física,CDMX
2025-07-17,Secadora Iónica 2200W,Belleza,3,1499,4497,Móvil App,Yucatán
2025-07-18,Dron Junior HD,Juguetes,2,1598.50,3197,Online,Jalisco
2025-07-18,Consola Next X,Electrónica,6,13999,83994,Tienda física,Nuevo León
2025-07-19,Rizador de Pelas Digital,Belleza,2,898.50,1797,Marketplace,Nuevo León
2025-07-19,Bloques Creativos 500pz,Juguetes,1,899,899,Marketplace,Nuevo León
2025-07-20,Secadora Iónica 2200W,Belleza,1,1124,1124,Tienda física,CDMX
2025-07-20,Auto RC Turbo Rally,Juguetes,1,779,779,Marketplace,Yucatán
2025-07-21,Bicicleta Urbana R26,Deportes,2,7999,15998,Tienda física,Nuevo León
2025-07-23,Smart TV 55'',Electrónica,2,9199,18398,Online,Nuevo León
2025-07-23,Balón Soccer Pro FIFA,Deportes,1,549,549,Móvil App,CDMX
2025-07-24,Secadora Iónica 2200W,Belleza,2,1499,2998,Marketplace,Yucatán
2025-07-24,Set de Sábanas Queen 600h,Hogar,1,1199,1199,Tienda física,Chihuahua
2025-07-24,Barra de Sonido 2.1,Electrónica,1,2974,2974,Online,Puebla
2025-07-24,Juego de Mesa Familiar,Juguetes,1,449,449,Móvil App,CDMX
2025-07-24,Sudadera Hoodie Urban,Moda,1,899,899,Tienda física,Puebla
2025-07-25,Consola Next X,Electrónica,2,13999,27998,Marketplace,Nuevo León
2025-07-25,Audífonos ANC Studio,Electrónica,1,2499,2499,Online,Nuevo León
2025-07-25,Sudadera Hoodie Urban,Moda,2,899,1798,Online,Yucatán
2025-07-25,Mancuernas Ajustables 10kg,Deportes,1,998.50,998.50,Marketplace,Yucatán
2025-07-26,Smartphone X5,Electrónica,1,8998.50,8998.50,Tienda física,Chihuahua
2025-07-27,Laptop Pro 14,Electrónica,1,18999,18999,Online,Jalisco
2025-07-27,Licuadora Turbo 1200W,Hogar,2,1699,3398,Online,CDMX
2025-07-27,Auto RC Turbo Rally,Juguetes,2,779,1558,Marketplace,Puebla
2025-07-27,Chamarra Denim Classic,Moda,2,1299,2598,Online,CDMX
2025-07-27,Rizador de Pelas Digital,Belleza,2,809,1618,Online,Jalisco
2025-07-27,Mancuernas Ajustables 10kg,Deportes,1,999,999,Online,CDMX
2025-07-28,Yoga Mat Premium,Deportes,6,649,3894,Online,CDMX
2025-07-28,Smartwatch Fit 3,Electrónica,1,3299,3299,Tienda física,Yucatán
2025-07-29,Licuadora Turbo 1200W,Hogar,2,1698.50,3397,Marketplace,Jalisco
2025-07-29,Consola Next X,Electrónica,1,13999,13999,Online,Yucatán
2025-07-30,Pantalón Chino Slim,Moda,2,948.50,1897,Online,Jalisco
2025-07-30,Consola Next X,Electrónica,3,13999,41997,Tienda física,Puebla
2025-07-30,Lámpara LED Inteligente,Hogar,1,548.50,548.50,Móvil App,CDMX
2025-07-30,Consola Next X,Electrónica,2,13999,27998,Tienda física,Nuevo León
2025-07-30,Juego de Mesa Familiar,Juguetes,1,449,449,Marketplace,CDMX
2025-07-31,Peluche Oso Gigante 1.5m,Juguetes,2,549,1098,Online,CDMX
2025-07-31,Paleta de Sombras Nude,Belleza,4,499,1996,Marketplace,Puebla
2025-07-31,Audífonos ANC Studio,Electrónica,1,2498.50,2498.50,Online,CDMX
2025-08-01,Barra de Sonido 2.1,Electrónica,1,2624,2624,Online,Puebla
2025-08-01,Licuadora Turbo 1200W,Hogar,1,1699,1699,Online,Nuevo León
2025-08-01,Kit Bandas Elásticas,Deportes,1,269,269,Móvil App,Chihuahua
2025-08-01,Consola Next X,Electrónica,2,11199,22398,Online,Nuevo León
2025-08-02,Lentes de Sol Retro,Moda,1,758.50,758.50,Online,CDMX
2025-08-02,Casco Ciclismo Aero,Deportes,2,1299,2598,Tienda física,CDMX
2025-08-02,Secadora Iónica 2200W,Belleza,2,1499,2998,Online,Nuevo León
2025-08-03,Auto RC Turbo Rally,Juguetes,2,779,1558,Tienda física,Nuevo León
2025-08-03,Kit Bandas Elásticas,Deportes,1,299,299,Online,CDMX
2025-08-03,Juego de Mesa Familiar,Juguetes,1,449,449,Online,Jalisco
2025-08-03,Kit Bandas Elásticas,Deportes,3,299,897,Tienda física,CDMX
2025-08-04,Bloques Creativos 500pz,Juguetes,1,899,899,Online,Nuevo León
2025-08-04,Balón Soccer Pro FIFA,Deportes,3,549,1647,Marketplace,CDMX
2025-08-05,Smartwatch Fit 3,Electrónica,1,3299,3299,Marketplace,Jalisco
2025-08-05,Licuadora Turbo 1200W,Hogar,1,1698.50,1698.50,Online,Chihuahua
2025-08-06,Consola Next X,Electrónica,1,13999,13999,Online,Yucatán
2025-08-06,Teclado Mecánico RGB,Electrónica,1,1598.50,1598.50,Online,CDMX
2025-08-06,Rizador de Pelas Digital,Belleza,2,899,1798,Online,CDMX
2025-08-06,Mancuernas Ajustables 10kg,Deportes,3,999,2997,Online,CDMX
2025-08-06,Sudadera Hoodie Urban,Moda,1,899,899,Móvil App,Puebla
2025-08-06,Aspiradora Robot Clean+,Hogar,3,5998.50,17995.50,Online,CDMX
2025-08-07,Auto RC Turbo Rally,Juguetes,1,740,740,Marketplace,CDMX
2025-08-07,Dron Junior HD,Juguetes,1,1199,1199,Tienda física,Chihuahua
2025-08-08,Vestido Floral Summer,Moda,1,1099,1099,Móvil App,Jalisco
2025-08-09,Set Ciencia Experimentos,Juguetes,2,598,1196,Online,Yucatán
2025-08-09,Crema Hidratante Aloe,Belleza,1,389,389,Tienda física,CDMX
2025-08-09,Licuadora Turbo 1200W,Hogar,2,1699,3398,Marketplace,Nuevo León
2025-08-10,Bloques Creativos 500pz,Juguetes,1,854,854,Tienda física,Puebla
2025-08-10,Smartphone X5,Electrónica,2,8999,17998,Marketplace,Nuevo León
2025-08-10,Kit Bandas Elásticas,Deportes,2,284,568,Marketplace,Puebla
2025-08-12,Purificador de Aire Mini,Hogar,1,2899,2899,Marketplace,CDMX
2025-08-12,Bolso de Cuero Milano,Moda,1,1898.50,1898.50,Marketplace,Jalisco
2025-08-13,Smartwatch Fit 3,Electrónica,1,3299,3299,Marketplace,Puebla
2025-08-13,Banda de Correr Plegable,Deportes,2,11874,23748,Online,Nuevo León
2025-08-15,Laptop Pro 14,Electrónica,2,18999,37998,Tienda física,Puebla
2025-08-18,Lámpara LED Inteligente,Hogar,1,439,439,Marketplace,Puebla
2025-08-18,Mancuernas Ajustables 10kg,Deportes,1,998.50,998.50,Móvil App,Yucatán
2025-08-18,Casco Ciclismo Aero,Deportes,2,1298.50,2597,Online,CDMX
2025-08-19,Dron Junior HD,Juguetes,1,1599,1599,Móvil App,Nuevo León
2025-08-19,Camiseta Basic Cotton,Moda,3,399,1197,Online,Chihuahua
2025-08-20,Perfume Noir Intense 100ml,Belleza,1,1614,1614,Online,CDMX
2025-08-20,Dron Junior HD,Juguetes,2,1598.50,3197,Marketplace,CDMX
2025-08-20,Audífonos ANC Studio,Electrónica,2,2498.50,4997,Online,Yucatán
2025-08-21,Teclado Mecánico RGB,Electrónica,1,1599,1599,Marketplace,Jalisco
2025-08-21,Juego de Mesa Familiar,Juguetes,1,427,427,Marketplace,Chihuahua
2025-08-21,Paleta de Sombras Nude,Belleza,5,499,2495,Tienda física,Yucatán
2025-08-22,Laptop Pro 14,Electrónica,3,18999,56997,Tienda física,Nuevo León
2025-08-22,Mancuernas Ajustables 10kg,Deportes,1,999,999,Tienda física,Jalisco
2025-08-22,Consola Next X,Electrónica,3,13999,41997,Móvil App,CDMX
2025-08-22,Juego de Mesa Familiar,Juguetes,3,449,1347,Marketplace,Puebla
2025-08-24,Sudadera Hoodie Urban,Moda,1,899,899,Online,CDMX
2025-08-25,Bloques Creativos 500pz,Juguetes,3,898.50,2695.50,Online,Nuevo León
2025-08-26,Chamarra Denim Classic,Moda,2,1299,2598,Marketplace,Yucatán
2025-08-26,Set Ciencia Experimentos,Juguetes,1,566,566,Online,Nuevo León
2025-08-27,Dron Junior HD,Juguetes,3,1598.50,4795.50,Tienda física,Nuevo León
2025-08-27,Cámara Action Go,Electrónica,1,5999,5999,Online,Yucatán
2025-08-27,Tablet Galaxy 10",Electrónica,3,6499,19497,Online,CDMX
2025-08-27,Vestido Floral Summer,Moda,1,1044,1044,Marketplace,Puebla
2025-08-27,Perfume Noir Intense 100ml,Belleza,1,1899,1899,Marketplace,Jalisco
2025-08-29,Bicicleta Urbana R26,Deportes,1,6799,6799,Marketplace,Yucatán
2025-08-29,Dron Junior HD,Juguetes,1,1598.50,1598.50,Online,Puebla
2025-08-30,Bicicleta Urbana R26,Deportes,1,7998.50,7998.50,Online,CDMX
2025-08-31,Lámpara LED Inteligente,Hogar,1,439,439,Móvil App,Chihuahua
2025-08-31,Casco Ciclismo Aero,Deportes,2,1299,2598,Online,Puebla
2025-09-01,Lentes de Sol Retro,Moda,1,759,759,Online,Jalisco
2025-09-01,Smartphone X5,Electrónica,1,8998.50,8998.50,Marketplace,Jalisco
2025-09-01,Tablet Galaxy 10",Electrónica,1,6499,6499,Online,Puebla
2025-09-02,Lámpara LED Inteligente,Hogar,2,549,1098,Marketplace,Puebla
2025-09-03,Perfume Noir Intense 100ml,Belleza,1,1898.50,1898.50,Online,Puebla
2025-09-03,Paleta de Sombras Nude,Belleza,1,499,499,Online,CDMX
2025-09-04,Lentes de Sol Retro,Moda,1,759,759,Online,Yucatán
2025-09-04,Sudadera Hoodie Urban,Moda,2,899,1798,Online,CDMX
2025-09-04,Laptop Pro 14,Electrónica,2,18999,37998,Tienda física,Yucatán
2025-09-05,Audífonos ANC Studio,Electrónica,1,2499,2499,Móvil App,Puebla
2025-09-06,Audífonos ANC Studio,Electrónica,2,2499,4998,Tienda física,Nuevo León
2025-09-07,Vestido Floral Summer,Moda,1,1099,1099,Online,CDMX
2025-09-08,Balón Soccer Pro FIFA,Deportes,3,412,1236,Online,Nuevo León
2025-09-08,Cafetera Espresso Deluxe,Hogar,3,4599,13797,Tienda física,Chihuahua
2025-09-08,Camiseta Basic Cotton,Moda,1,399,399,Online,Jalisco
2025-09-08,Crema Hidratante Aloe,Belleza,1,389,389,Online,Jalisco
2025-09-08,Pantalón Chino Slim,Moda,2,949,1898,Online,Yucatán
2025-09-09,Consola Next X,Electrónica,1,13999,13999,Marketplace,CDMX
2025-09-09,Smart TV 55'',Electrónica,1,11499,11499,Online,Nuevo León
2025-09-10,Smartphone X5,Electrónica,3,8999,26997,Móvil App,Chihuahua
2025-09-11,Smartphone X5,Electrónica,1,8999,8999,Online,Jalisco
2025-09-11,Audífonos ANC Studio,Electrónica,1,2249,2249,Tienda física,Chihuahua
2025-09-11,Balón Soccer Pro FIFA,Deportes,2,549,1098,Online,Puebla
2025-09-13,Peluche Oso Gigante 1.5m,Juguetes,3,522,1566,Online,Chihuahua
2025-09-13,Cafetera Espresso Deluxe,Hogar,1,4599,4599,Marketplace,CDMX
2025-09-15,Lámpara LED Inteligente,Hogar,5,549,2745,Móvil App,Yucatán
2025-09-15,Barra de Sonido 2.1,Electrónica,1,2624,2624,Móvil App,Yucatán
2025-09-15,Tablet Galaxy 10",Electrónica,1,6499,6499,Tienda física,CDMX
2025-09-16,Casco Ciclismo Aero,Deportes,1,974,974,Tienda física,Jalisco
2025-09-17,Purificador de Aire Mini,Hogar,1,2319,2319,Marketplace,Jalisco
2025-09-18,Bolso de Cuero Milano,Moda,1,1898.50,1898.50,Online,Jalisco
2025-09-19,Pantalón Chino Slim,Moda,3,712,2136,Online,CDMX
2025-09-20,Serum Vitamina C 30ml,Belleza,1,658.50,658.50,Online,Chihuahua
2025-09-20,Tablet Galaxy 10",Electrónica,1,6499,6499,Tienda física,Yucatán
2025-09-20,Laptop Pro 14,Electrónica,1,18999,18999,Online,Puebla
2025-09-20,Smartwatch Fit 3,Electrónica,3,3299,9897,Marketplace,Yucatán
2025-09-21,Perfume Noir Intense 100ml,Belleza,3,1899,5697,Móvil App,Nuevo León
2025-09-22,Lentes de Sol Retro,Moda,4,759,3036,Marketplace,CDMX
2025-09-23,Auto RC Turbo Rally,Juguetes,2,584,1168,Marketplace,Chihuahua
2025-09-23,Cámara Action Go,Electrónica,1,7999,7999,Online,CDMX
2025-09-23,Vestido Floral Summer,Moda,2,1099,2198,Online,CDMX
2025-09-24,Smartphone X5,Electrónica,3,8998.50,26995.50,Móvil App,Nuevo León
2025-09-24,Laptop Pro 14,Electrónica,6,18999,113994,Tienda física,CDMX
2025-09-24,Tablet Galaxy 10",Electrónica,2,6174,12348,Marketplace,Jalisco
2025-09-25,Juego de Mesa Familiar,Juguetes,1,449,449,Online,Puebla
2025-09-26,Serum Vitamina C 30ml,Belleza,1,626,626,Marketplace,CDMX
2025-09-26,Bloques Creativos 500pz,Juguetes,1,898.50,898.50,Marketplace,CDMX
2025-09-26,Tablet Galaxy 10",Electrónica,2,6499,12998,Marketplace,Puebla
2025-09-26,Vestido Floral Summer,Moda,4,1099,4396,Online,CDMX
2025-09-27,Sudadera Hoodie Urban,Moda,6,899,5394,Marketplace,CDMX
2025-09-27,Vestido Floral Summer,Moda,1,1099,1099,Online,Nuevo León
2025-09-27,Smart TV 55'',Electrónica,1,9199,9199,Online,Yucatán
2025-09-28,Purificador de Aire Mini,Hogar,2,2899,5798,Móvil App,Jalisco
2025-09-28,Casco Ciclismo Aero,Deportes,2,1299,2598,Marketplace,CDMX
2025-09-28,Smart TV 55'',Electrónica,1,11499,11499,Online,CDMX
2025-09-29,Juego de Ollas Antiadherentes,Hogar,1,2398.50,2398.50,Tienda física,Nuevo León
2025-09-29,Auto RC Turbo Rally,Juguetes,1,740,740,Marketplace,CDMX
2025-09-29,Bicicleta Urbana R26,Deportes,1,7999,7999,Online,Puebla
2025-09-30,Secadora Iónica 2200W,Belleza,1,1498.50,1498.50,Móvil App,CDMX
2025-09-30,Smart TV 55'',Electrónica,5,9774,48870,Online,Jalisco
2025-10-01,Cámara Action Go,Electrónica,6,7999,47994,Marketplace,Nuevo León
2025-10-01,Balón Soccer Pro FIFA,Deportes,1,522,522,Marketplace,Nuevo León
2025-10-02,Juego de Ollas Antiadherentes,Hogar,2,2399,4798,Marketplace,Jalisco
2025-10-02,Set de Sábanas Queen 600h,Hogar,1,1199,1199,Marketplace,CDMX
2025-10-02,Sudadera Hoodie Urban,Moda,1,854,854,Marketplace,CDMX
2025-10-03,Smartphone X5,Electrónica,2,7649,15298,Marketplace,Jalisco
2025-10-03,Barra de Sonido 2.1,Electrónica,1,3498.50,3498.50,Tienda física,CDMX
2025-10-03,Dron Junior HD,Juguetes,1,1599,1599,Online,Yucatán
2025-10-04,Perfume Noir Intense 100ml,Belleza,1,1899,1899,Marketplace,CDMX
2025-10-04,Camiseta Basic Cotton,Moda,1,399,399,Marketplace,Chihuahua
2025-10-04,Set de Sábanas Queen 600h,Hogar,1,899,899,Marketplace,CDMX
2025-10-06,Bloques Creativos 500pz,Juguetes,2,899,1798,Tienda física,Jalisco
2025-10-06,Juego de Ollas Antiadherentes,Hogar,1,2398.50,2398.50,Online,CDMX
2025-10-06,Bloques Creativos 500pz,Juguetes,1,764,764,Móvil App,Nuevo León
2025-10-06,Laptop Pro 14,Electrónica,3,18999,56997,Online,Yucatán
2025-10-07,Bicicleta Urbana R26,Deportes,1,7999,7999,Online,Yucatán
2025-10-07,Smart TV 55'',Electrónica,2,11498.50,22997,Tienda física,CDMX
2025-10-08,Bicicleta Urbana R26,Deportes,2,7999,15998,Online,Nuevo León
2025-10-08,Barra de Sonido 2.1,Electrónica,3,2974,8922,Marketplace,CDMX
2025-10-09,Smart TV 55'',Electrónica,2,11499,22998,Online,Puebla
2025-10-10,Rizador de Pelas Digital,Belleza,4,898.50,3594,Tienda física,Puebla
2025-10-10,Cafetera Espresso Deluxe,Hogar,2,4599,9198,Marketplace,Yucatán
2025-10-11,Bicicleta Urbana R26,Deportes,1,7999,7999,Marketplace,CDMX
2025-10-11,Teclado Mecánico RGB,Electrónica,3,1599,4797,Móvil App,Puebla
2025-10-11,Secadora Iónica 2200W,Belleza,1,1498.50,1498.50,Tienda física,Nuevo León
2025-10-11,Peluche Oso Gigante 1.5m,Juguetes,5,549,2745,Online,Chihuahua
2025-10-13,Peluche Oso Gigante 1.5m,Juguetes,2,439,878,Marketplace,Nuevo León
2025-10-13,Smartwatch Fit 3,Electrónica,2,3299,6598,Tienda física,CDMX
2025-10-13,Vestido Floral Summer,Moda,1,1098.50,1098.50,Online,Nuevo León
2025-10-14,Paleta de Sombras Nude,Belleza,1,399,399,Marketplace,Nuevo León
2025-10-14,Tenis Runner Air,Moda,3,2199,6597,Marketplace,CDMX
2025-10-14,Sudadera Hoodie Urban,Moda,1,854,854,Tienda física,Yucatán
2025-10-16,Mancuernas Ajustables 10kg,Deportes,2,998.50,1997,Online,Yucatán
2025-10-16,Cámara Action Go,Electrónica,2,7999,15998,Tienda física,Chihuahua
2025-10-16,Audífonos ANC Studio,Electrónica,1,2499,2499,Móvil App,CDMX
2025-10-18,Sudadera Hoodie Urban,Moda,3,899,2697,Online,Nuevo León
2025-10-18,Yoga Mat Premium,Deportes,2,649,1298,Marketplace,Nuevo León
2025-10-18,Banda de Correr Plegable,Deportes,3,12499,37497,Marketplace,Yucatán
2025-10-19,Chamarra Denim Classic,Moda,1,1298.50,1298.50,Tienda física,Jalisco
2025-10-19,Bicicleta Urbana R26,Deportes,2,7999,15998,Móvil App,Puebla
2025-10-19,Serum Vitamina C 30ml,Belleza,2,659,1318,Online,CDMX
2025-10-20,Secadora Iónica 2200W,Belleza,5,1499,7495,Tienda física,Yucatán
2025-10-20,Bicicleta Urbana R26,Deportes,3,7999,23997,Móvil App,Chihuahua
2025-10-20,Paleta de Sombras Nude,Belleza,2,499,998,Tienda física,Yucatán
2025-10-21,Rizador de Pelas Digital,Belleza,2,854,1708,Marketplace,Nuevo León
2025-10-21,Paleta de Sombras Nude,Belleza,1,499,499,Online,CDMX
2025-10-22,Dron Junior HD,Juguetes,3,1599,4797,Online,CDMX
2025-10-22,Licuadora Turbo 1200W,Hogar,2,1699,3398,Marketplace,Nuevo León
2025-10-23,Kit Bandas Elásticas,Deportes,1,299,299,Online,Puebla
2025-10-23,Bloques Creativos 500pz,Juguetes,3,899,2697,Marketplace,Puebla
2025-10-23,Banda de Correr Plegable,Deportes,1,12499,12499,Móvil App,CDMX
2025-10-23,Dron Junior HD,Juguetes,1,1599,1599,Online,Puebla
2025-10-25,Cafetera Espresso Deluxe,Hogar,6,4599,27594,Tienda física,CDMX
2025-10-25,Barra de Sonido 2.1,Electrónica,1,3499,3499,Marketplace,Yucatán
2025-10-25,Peluche Oso Gigante 1.5m,Juguetes,3,548.50,1645.50,Móvil App,Jalisco
2025-10-26,Peluche Oso Gigante 1.5m,Juguetes,3,548.50,1645.50,Marketplace,Nuevo León
2025-10-27,Set de Sábanas Queen 600h,Hogar,3,1079,3237,Online,Jalisco
2025-10-28,Crema Hidratante Aloe,Belleza,2,389,778,Online,Jalisco
2025-10-29,Set de Sábanas Queen 600h,Hogar,1,1019,1019,Online,Jalisco
2025-10-29,Balón Soccer Pro FIFA,Deportes,2,549,1098,Marketplace,Chihuahua
2025-10-30,Tenis Runner Air,Moda,6,2198.50,13191,Móvil App,CDMX
2025-10-30,Camiseta Basic Cotton,Moda,2,319,638,Tienda física,Puebla
2025-11-01,Dron Junior HD,Juguetes,3,1359,4077,Móvil App,Yucatán
2025-11-01,Cámara Action Go,Electrónica,2,7999,15998,Marketplace,Chihuahua
2025-11-01,Smartwatch Fit 3,Electrónica,2,3299,6598,Móvil App,Chihuahua
