fecha,producto,categoria,cantidad,precio_unitario,total,canal,region
2026-01-09,Set Ciencia Experimentos,Juguetes,1,629,629,Móvil App,Jalisco
2026-01-09,Smartwatch Fit 3,Electrónica,2,3299,6598,Tienda física,Nuevo León
2026-01-10,Smartwatch Fit 3,Electrónica,1,2639,2639,Online,Yucatán
2026-01-10,Teclado Mecánico RGB,Electrónica,2,1598.50,3197,Online,CDMX
2026-01-10,Camiseta Basic Cotton,Moda,1,399,399,Tienda física,Yucatán
2026-01-11,Tenis Runner Air,Moda,1,2198.50,2198.50,Marketplace,Jalisco
2026-01-11,Perfume Noir Intense 100ml,Belleza,2,1898.50,3797,Online,Puebla
2026-01-11,Bolso de Cuero Milano,Moda,1,1899,1899,Marketplace,Chihuahua
2026-01-11,Teclado Mecánico RGB,Electrónica,2,1599,3198,Online,CDMX
2026-01-11,Tablet Galaxy 10",Electrónica,2,6498.50,12997,Tienda física,Nuevo León
2026-01-11,Camiseta Basic Cotton,Moda,2,399,798,Online,CDMX
2026-01-11,Rizador de Pelas Digital,Belleza,1,854,854,Online,Nuevo León
2026-01-12,Casco Ciclismo Aero,Deportes,1,1299,1299,Tienda física,Jalisco
2026-01-12,Bolso de Cuero Milano,Moda,1,1899,1899,Online,Jalisco
2026-01-12,Bolso de Cuero Milano,Moda,1,1424,1424,Online,Puebla
2026-01-13,Bicicleta Urbana R26,Deportes,3,7999,23997,Online,CDMX
2026-01-13,Bloques Creativos 500pz,Juguetes,2,899,1798,Móvil App,Jalisco
2026-01-13,Smart TV 55'',Electrónica,3,8624,25872,Online,Yucatán
2026-01-14,Chamarra Denim Classic,Moda,1,1299,1299,Marketplace,Puebla
2026-01-14,Bicicleta Urbana R26,Deportes,1,7998.50,7998.50,Tienda física,CDMX
2026-01-14,Serum Vitamina C 30ml,Belleza,1,658.50,658.50,Online,Nuevo León
2026-01-14,Peluche Oso Gigante 1.5m,Juguetes,1,549,549,Tienda física,Jalisco
2026-01-14,Laptop Pro 14,Electrónica,3,18999,56997,Tienda física,CDMX
2026-01-14,Cámara Action Go,Electrónica,3,5999,17997,Online,CDMX
2026-01-15,Mancuernas Ajustables 10kg,Deportes,2,999,1998,Tienda física,CDMX
2026-01-15,Cámara Action Go,Electrónica,2,7999,15998,Marketplace,Puebla
2026-01-15,Kit Bandas Elásticas,Deportes,3,299,897,Móvil App,Jalisco
2026-01-15,Juego de Ollas Antiadherentes,Hogar,2,1919,3838,Tienda física,Nuevo León
2026-01-15,Smart TV 55'',Electrónica,1,11499,11499,Tienda física,CDMX
2026-01-16,Consola Next X,Electrónica,1,13999,13999,Tienda física,Jalisco
2026-01-16,Barra de Sonido 2.1,Electrónica,1,3498.50,3498.50,Marketplace,Nuevo León
2026-01-16,Licuadora Turbo 1200W,Hogar,2,1699,3398,Marketplace,CDMX
2026-01-16,Tablet Galaxy 10",Electrónica,6,6499,38994,Online,Yucatán
2026-01-16,Cámara Action Go,Electrónica,1,7999,7999,Tienda física,CDMX
2026-01-16,Mancuernas Ajustables 10kg,Deportes,1,998.50,998.50,Tienda física,Yucatán
2026-01-16,Serum Vitamina C 30ml,Belleza,1,560,560,Marketplace,CDMX
2026-01-16,Aspiradora Robot Clean+,Hogar,2,5998.50,11997,Online,Puebla
2026-01-16,Bolso de Cuero Milano,Moda,5,1899,9495,Marketplace,Jalisco
2026-01-17,Consola Next X,Electrónica,3,13999,41997,Online,CDMX
2026-01-17,Licuadora Turbo 1200W,Hogar,3,1699,5097,Online,Jalisco
2026-01-17,Casco Ciclismo Aero,Deportes,2,1298.50,2597,Marketplace,Puebla
2026-01-17,Juego de Mesa Familiar,Juguetes,1,449,449,Tienda física,CDMX
2026-01-17,Audífonos ANC Studio,Electrónica,3,2499,7497,Marketplace,Jalisco
2026-01-18,Juego de Ollas Antiadherentes,Hogar,1,2399,2399,Tienda física,Nuevo León
2026-01-18,Crema Hidratante Aloe,Belleza,2,292,584,Online,Nuevo León
2026-01-18,Cámara Action Go,Electrónica,1,7199,7199,Marketplace,CDMX
2026-01-18,Bloques Creativos 500pz,Juguetes,1,854,854,Marketplace,CDMX
2026-01-18,Audífonos ANC Studio,Electrónica,3,2499,7497,Tienda física,Puebla
2026-01-18,Tablet Galaxy 10",Electrónica,1,5524,5524,Marketplace,Chihuahua
2026-01-18,Juego de Mesa Familiar,Juguetes,1,359,359,Online,Yucatán
2026-01-18,Auto RC Turbo Rally,Juguetes,2,779,1558,Online,Yucatán
2026-01-18,Peluche Oso Gigante 1.5m,Juguetes,2,548.50,1097,Tienda física,Jalisco
2026-01-19,Rizador de Pelas Digital,Belleza,1,719,719,Marketplace,Jalisco
2026-01-19,Laptop Pro 14,Electrónica,1,18049,18049,Online,Jalisco
2026-01-19,Cafetera Espresso Deluxe,Hogar,1,3679,3679,Marketplace,CDMX
2026-01-19,Teclado Mecánico RGB,Electrónica,1,1599,1599,Online,CDMX
2026-01-20,Vestido Floral Summer,Moda,1,989,989,Marketplace,Yucatán
2026-01-20,Tablet Galaxy 10",Electrónica,3,6498.50,19495.50,Online,Jalisco
2026-01-20,Balón Soccer Pro FIFA,Deportes,1,494,494,Móvil App,Yucatán
2026-01-20,Smartwatch Fit 3,Electrónica,3,3134,9402,Online,CDMX
2026-01-21,Kit Bandas Elásticas,Deportes,1,284,284,Marketplace,Chihuahua
2026-01-21,Mancuernas Ajustables 10kg,Deportes,5,999,4995,Móvil App,Nuevo León
2026-01-21,Smart TV 55'',Electrónica,3,11499,34497,Online,Yucatán
2026-01-21,Set Ciencia Experimentos,Juguetes,1,628.50,628.50,Móvil App,CDMX
2026-01-21,Kit Bandas Elásticas,Deportes,1,299,299,Online,CDMX
2026-01-22,Secadora Iónica 2200W,Belleza,1,1499,1499,Online,Puebla
2026-01-22,Laptop Pro 14,Electrónica,1,18999,18999,Marketplace,Yucatán
2026-01-22,Cámara Action Go,Electrónica,1,7999,7999,Móvil App,CDMX
2026-01-22,Purificador de Aire Mini,Hogar,3,2899,8697,Tienda física,Chihuahua
2026-01-22,Pantalón Chino Slim,Moda,2,854,1708,Online,Yucatán
2026-01-22,Laptop Pro 14,Electrónica,1,18999,18999,Tienda física,Yucatán
2026-01-23,Peluche Oso Gigante 1.5m,Juguetes,2,549,1098,Marketplace,Nuevo León
2026-01-23,Laptop Pro 14,Electrónica,1,18999,18999,Online,Jalisco
2026-01-23,Smartwatch Fit 3,Electrónica,2,3299,6598,Tienda física,CDMX
2026-01-23,Vestido Floral Summer,Moda,2,1099,2198,Marketplace,CDMX
2026-01-24,Sudadera Hoodie Urban,Moda,3,899,2697,Móvil App,Jalisco
2026-01-24,Audífonos ANC Studio,Electrónica,2,2499,4998,Marketplace,Yucatán
2026-01-25,Smart TV 55'',Electrónica,1,9774,9774,Online,Nuevo León
2026-01-25,Paleta de Sombras Nude,Belleza,1,499,499,Tienda física,Chihuahua
2026-01-25,Bicicleta Urbana R26,Deportes,3,7999,23997,Tienda física,Yucatán
2026-01-25,Vestido Floral Summer,Moda,1,1099,1099,Móvil App,CDMX
2026-01-26,Serum Vitamina C 30ml,Belleza,4,494,1976,Marketplace,Yucatán
2026-01-26,Cámara Action Go,Electrónica,1,7999,7999,Marketplace,CDMX
2026-01-26,Teclado Mecánico RGB,Electrónica,4,1598.50,6394,Online,CDMX
2026-01-26,Peluche Oso Gigante 1.5m,Juguetes,3,549,1647,Online,Nuevo León
2026-01-26,Juego de Mesa Familiar,Juguetes,2,449,898,Online,CDMX
2026-01-26,Consola Next X,Electrónica,2,10499,20998,Tienda física,Yucatán
2026-01-26,Smartphone X5,Electrónica,2,8999,17998,Marketplace,Jalisco
2026-01-27,Mancuernas Ajustables 10kg,Deportes,1,998.50,998.50,Tienda física,Yucatán
2026-01-27,Sudadera Hoodie Urban,Moda,1,899,899,Online,CDMX
2026-01-27,Pantalón Chino Slim,Moda,1,902,902,Online,Nuevo León
2026-01-27,Chamarra Denim Classic,Moda,2,1299,2598,Móvil App,Puebla
2026-01-27,Juego de Ollas Antiadherentes,Hogar,1,2159,2159,Marketplace,CDMX
2026-01-27,Cámara Action Go,Electrónica,1,7998.50,7998.50,Móvil App,Chihuahua
2026-01-27,Rizador de Pelas Digital,Belleza,1,764,764,Online,CDMX
2026-01-27,Aspiradora Robot Clean+,Hogar,1,4799,4799,Online,CDMX
2026-01-28,Paleta de Sombras Nude,Belleza,2,499,998,Marketplace,CDMX
2026-01-28,Smart TV 55'',Electrónica,1,8624,8624,Online,CDMX
2026-01-28,Chamarra Denim Classic,Moda,1,1299,1299,Marketplace,Puebla
2026-01-28,Perfume Noir Intense 100ml,Belleza,1,1709,1709,Móvil App,Yucatán
2026-01-29,Rizador de Pelas Digital,Belleza,2,899,1798,Online,CDMX
2026-01-29,Juego de Mesa Familiar,Juguetes,1,427,427,Marketplace,CDMX
2026-01-29,Audífonos ANC Studio,Electrónica,1,2374,2374,Online,CDMX
2026-01-29,Perfume Noir Intense 100ml,Belleza,1,1899,1899,Online,CDMX
2026-01-29,Lámpara LED Inteligente,Hogar,2,548.50,1097,Marketplace,Yucatán
2026-01-29,Vestido Floral Summer,Moda,1,1099,1099,Online,Nuevo León
2026-01-29,Purificador de Aire Mini,Hogar,3,2174,6522,Marketplace,Jalisco
2026-01-30,Lámpara LED Inteligente,Hogar,3,549,1647,Móvil App,Puebla
2026-01-30,Bloques Creativos 500pz,Juguetes,2,809,1618,Online,Yucatán
2026-01-30,Bloques Creativos 500pz,Juguetes,1,899,899,Tienda física,Yucatán
2026-01-30,Teclado Mecánico RGB,Electrónica,1,1599,1599,Online,CDMX
2026-01-30,Auto RC Turbo Rally,Juguetes,1,584,584,Online,Puebla
2026-01-30,Licuadora Turbo 1200W,Hogar,1,1699,1699,Móvil App,Puebla
2026-01-31,Secadora Iónica 2200W,Belleza,1,1498.50,1498.50,Online,Jalisco
2026-01-31,Smartphone X5,Electrónica,3,8999,26997,Online,Nuevo León
2026-01-31,Tablet Galaxy 10",Electrónica,1,6499,6499,Online,Yucatán
2026-01-31,Crema Hidratante Aloe,Belleza,1,389,389,Tienda física,Puebla
2026-01-31,Barra de Sonido 2.1,Electrónica,1,3498.50,3498.50,Online,Yucatán
2026-01-31,Bloques Creativos 500pz,Juguetes,2,899,1798,Marketplace,CDMX
2026-01-31,Smartphone X5,Electrónica,3,7649,22947,Online,Puebla
2026-01-31,Yoga Mat Premium,Deportes,1,649,649,Online,Puebla
2026-01-31,Paleta de Sombras Nude,Belleza,1,499,499,Online,Chihuahua
2026-01-31,Mancuernas Ajustables 10kg,Deportes,2,949,1898,Online,Puebla
2026-01-31,Licuadora Turbo 1200W,Hogar,2,1698.50,3397,Online,CDMX
2026-01-31,Lentes de Sol Retro,Moda,2,569,1138,Online,Nuevo León
2026-01-31,Balón Soccer Pro FIFA,Deportes,2,549,1098,Tienda física,CDMX
2026-02-01,Chamarra Denim Classic,Moda,2,1299,2598,Tienda física,Chihuahua
2026-02-01,Smart TV 55'',Electrónica,1,11499,11499,Tienda física,Nuevo León
2026-02-01,Serum Vitamina C 30ml,Belleza,1,659,659,Online,Nuevo León
2026-02-01,Perfume Noir Intense 100ml,Belleza,2,1519,3038,Marketplace,Puebla
2026-02-01,Kit Bandas Elásticas,Deportes,1,299,299,Online,CDMX
2026-02-01,Balón Soccer Pro FIFA,Deportes,2,522,1044,Marketplace,Chihuahua
2026-02-01,Laptop Pro 14,Electrónica,1,18049,18049,Marketplace,Yucatán
2026-02-01,Chamarra Denim Classic,Moda,1,1299,1299,Online,Chihuahua
2026-02-02,Juego de Ollas Antiadherentes,Hogar,1,2398.50,2398.50,Móvil App,CDMX
2026-02-02,Balón Soccer Pro FIFA,Deportes,1,439,439,Móvil App,Chihuahua
2026-02-02,Chamarra Denim Classic,Moda,2,974,1948,Online,CDMX
2026-02-02,Teclado Mecánico RGB,Electrónica,1,1599,1599,Tienda física,Jalisco
2026-02-02,Lámpara LED Inteligente,Hogar,2,549,1098,Tienda física,Chihuahua
2026-02-02,Bolso de Cuero Milano,Moda,2,1898.50,3797,Marketplace,Nuevo León
2026-02-02,Smartwatch Fit 3,Electrónica,1,3299,3299,Marketplace,CDMX
2026-02-02,Cafetera Espresso Deluxe,Hogar,1,3449,3449,Online,Yucatán
2026-02-03,Purificador de Aire Mini,Hogar,3,2898.50,8695.50,Online,Nuevo León
2026-02-03,Cafetera Espresso Deluxe,Hogar,1,4139,4139,Online,CDMX
2026-02-03,Laptop Pro 14,Electrónica,1,18999,18999,Online,Puebla
2026-02-03,Juego de Mesa Familiar,Juguetes,2,449,898,Móvil App,Nuevo León
2026-02-03,Bolso de Cuero Milano,Moda,2,1898.50,3797,Marketplace,Nuevo León
2026-02-03,Paleta de Sombras Nude,Belleza,1,499,499,Móvil App,CDMX
2026-02-05,Casco Ciclismo Aero,Deportes,1,1299,1299,Marketplace,CDMX
2026-02-05,Lámpara LED Inteligente,Hogar,1,439,439,Móvil App,Jalisco
2026-02-05,Paleta de Sombras Nude,Belleza,2,499,998,Online,CDMX
2026-02-05,Paleta de Sombras Nude,Belleza,1,474,474,Marketplace,CDMX
2026-02-06,Peluche Oso Gigante 1.5m,Juguetes,1,548.50,548.50,Marketplace,Puebla
2026-02-06,Banda de Correr Plegable,Deportes,1,9374,9374,Online,Chihuahua
2026-02-06,Tablet Galaxy 10",Electrónica,1,6499,6499,Online,Yucatán
2026-02-06,Serum Vitamina C 30ml,Belleza,2,658.50,1317,Online,Chihuahua
2026-02-06,Lámpara LED Inteligente,Hogar,1,439,439,Marketplace,Jalisco
2026-02-06,Audífonos ANC Studio,Electrónica,1,2499,2499,Marketplace,CDMX
2026-02-07,Set Ciencia Experimentos,Juguetes,2,503,1006,Online,CDMX
2026-02-07,Teclado Mecánico RGB,Electrónica,1,1598.50,1598.50,Online,Jalisco
2026-02-07,Cafetera Espresso Deluxe,Hogar,2,4369,8738,Móvil App,Nuevo León
2026-02-08,Aspiradora Robot Clean+,Hogar,1,5998.50,5998.50,Tienda física,Jalisco
2026-02-08,Kit Bandas Elásticas,Deportes,1,299,299,Móvil App,CDMX
2026-02-08,Teclado Mecánico RGB,Electrónica,1,1199,1199,Móvil App,Puebla
2026-02-08,Tablet Galaxy 10",Electrónica,1,6499,6499,Móvil App,CDMX
2026-02-08,Set Ciencia Experimentos,Juguetes,2,629,1258,Online,Puebla
2026-02-09,Smart TV 55'',Electrónica,1,11499,11499,Online,Chihuahua
2026-02-09,Yoga Mat Premium,Deportes,2,649,1298,Tienda física,Jalisco
2026-02-09,Juego de Ollas Antiadherentes,Hogar,1,2399,2399,Móvil App,Jalisco
2026-02-09,Laptop Pro 14,Electrónica,1,18998.50,18998.50,Online,Jalisco
2026-02-09,Cámara Action Go,Electrónica,2,7999,15998,Marketplace,Jalisco
2026-02-09,Cámara Action Go,Electrónica,2,7998.50,15997,Tienda física,Nuevo León
2026-02-10,Cafetera Espresso Deluxe,Hogar,1,4599,4599,Marketplace,CDMX
2026-02-10,Sudadera Hoodie Urban,Moda,2,899,1798,Marketplace,Chihuahua
2026-02-10,Banda de Correr Plegable,Deportes,2,12499,24998,Tienda física,Puebla
2026-02-10,Teclado Mecánico RGB,Electrónica,1,1599,1599,Tienda física,CDMX
2026-02-10,Vestido Floral Summer,Moda,1,1099,1099,Móvil App,Puebla
2026-02-10,Purificador de Aire Mini,Hogar,1,2174,2174,Móvil App,Nuevo León
2026-02-10,Camiseta Basic Cotton,Moda,1,399,399,Tienda física,Chihuahua
2026-02-10,Mancuernas Ajustables 10kg,Deportes,2,999,1998,Móvil App,CDMX
2026-02-11,Barra de Sonido 2.1,Electrónica,2,3499,6998,Móvil App,CDMX
2026-02-11,Dron Junior HD,Juguetes,2,1598.50,3197,Marketplace,Chihuahua
2026-02-11,Rizador de Pelas Digital,Belleza,1,899,899,Tienda física,CDMX
2026-02-11,Auto RC Turbo Rally,Juguetes,6,779,4674,Marketplace,Jalisco
2026-02-11,Smartwatch Fit 3,Electrónica,1,3299,3299,Online,CDMX
2026-02-11,Kit Bandas Elásticas,Deportes,1,224,224,Móvil App,CDMX
2026-02-11,Smartphone X5,Electrónica,1,8998.50,8998.50,Marketplace,CDMX
2026-02-11,Bloques Creativos 500pz,Juguetes,1,898.50,898.50,Tienda física,CDMX
2026-02-11,Consola Next X,Electrónica,1,13999,13999,Marketplace,CDMX
2026-02-12,Peluche Oso Gigante 1.5m,Juguetes,3,549,1647,Tienda física,CDMX
2026-02-12,Cámara Action Go,Electrónica,2,6799,13598,Online,CDMX
2026-02-12,Tablet Galaxy 10",Electrónica,2,6498.50,12997,Online,CDMX
2026-02-12,Auto RC Turbo Rally,Juguetes,6,779,4674,Marketplace,Jalisco
2026-02-12,Smart TV 55'',Electrónica,4,11499,45996,Online,Nuevo León
2026-02-12,Set de Sábanas Queen 600h,Hogar,6,899,5394,Tienda física,Yucatán
2026-02-12,Peluche Oso Gigante 1.5m,Juguetes,1,548.50,548.50,Tienda física,Yucatán
2026-02-12,Teclado Mecánico RGB,Electrónica,1,1599,1599,Online,Nuevo León
2026-02-13,Crema Hidratante Aloe,Belleza,6,389,2334,Online,Chihuahua
2026-02-13,Pantalón Chino Slim,Moda,1,949,949,Móvil App,CDMX
2026-02-13,Consola Next X,Electrónica,1,13999,13999,Online,Yucatán
2026-02-13,Secadora Iónica 2200W,Belleza,1,1124,1124,Online,Puebla
2026-02-13,Banda de Correr Plegable,Deportes,1,12499,12499,Tienda física,Chihuahua
2026-02-13,Cámara Action Go,Electrónica,2,7998.50,15997,Online,CDMX
2026-02-13,Yoga Mat Premium,Deportes,3,649,1947,Marketplace,Nuevo León
2026-02-13,Mancuernas Ajustables 10kg,Deportes,1,999,999,Marketplace,CDMX
2026-02-14,Pantalón Chino Slim,Moda,1,807,807,Online,Yucatán
2026-02-14,Chamarra Denim Classic,Moda,1,1298.50,1298.50,Online,Jalisco
2026-02-14,Aspiradora Robot Clean+,Hogar,2,5999,11998,Marketplace,Jalisco
2026-02-14,Smartwatch Fit 3,Electrónica,1,3299,3299,Marketplace,CDMX
2026-02-14,Banda de Correr Plegable,Deportes,3,9374,28122,Marketplace,Jalisco
2026-02-14,Smartwatch Fit 3,Electrónica,2,3298.50,6597,Marketplace,CDMX
2026-02-14,Secadora Iónica 2200W,Belleza,2,1498.50,2997,Online,Jalisco
2026-02-15,Yoga Mat Premium,Deportes,3,648.50,1945.50,Marketplace,CDMX
2026-02-15,Cafetera Espresso Deluxe,Hogar,3,3909,11727,Online,Chihuahua
2026-02-15,Secadora Iónica 2200W,Belleza,1,1499,1499,Marketplace,Chihuahua
2026-02-16,Juego de Mesa Familiar,Juguetes,1,449,449,Móvil App,Yucatán
2026-02-16,Cámara Action Go,Electrónica,1,7999,7999,Online,Nuevo León
2026-02-16,Tablet Galaxy 10",Electrónica,4,6499,25996,Marketplace,Puebla
2026-02-16,Secadora Iónica 2200W,Belleza,1,1499,1499,Tienda física,Yucatán
2026-02-16,Smartphone X5,Electrónica,2,7199,14398,Online,Jalisco
2026-02-16,Smartphone X5,Electrónica,3,8999,26997,Online,CDMX
2026-02-17,Barra de Sonido 2.1,Electrónica,1,3498.50,3498.50,Tienda física,Nuevo León
2026-02-17,Laptop Pro 14,Electrónica,2,18998.50,37997,Marketplace,CDMX
2026-02-17,Audífonos ANC Studio,Electrónica,1,2498.50,2498.50,Marketplace,CDMX
2026-02-17,Smartwatch Fit 3,Electrónica,2,2804,5608,Móvil App,Jalisco
2026-02-17,Crema Hidratante Aloe,Belleza,2,389,778,Online,Jalisco
2026-02-18,Barra de Sonido 2.1,Electrónica,1,3499,3499,Online,Yucatán
2026-02-18,Balón Soccer Pro FIFA,Deportes,2,439,878,Marketplace,Jalisco
2026-02-18,Mancuernas Ajustables 10kg,Deportes,1,999,999,Online,Nuevo León
2026-02-19,Perfume Noir Intense 100ml,Belleza,1,1709,1709,Online,Jalisco
2026-02-19,Consola Next X,Electrónica,1,13999,13999,Online,CDMX
2026-02-19,Purificador de Aire Mini,Hogar,3,2899,8697,Marketplace,CDMX
2026-02-19,Bloques Creativos 500pz,Juguetes,1,899,899,Móvil App,Yucatán
2026-02-19,Crema Hidratante Aloe,Belleza,1,389,389,Marketplace,Puebla
2026-02-19,Set Ciencia Experimentos,Juguetes,1,503,503,Marketplace,Chihuahua
2026-02-19,Audífonos ANC Studio,Electrónica,1,1874,1874,Online,Yucatán
2026-02-20,Licuadora Turbo 1200W,Hogar,2,1699,3398,Tienda física,CDMX
2026-02-20,Cafetera Espresso Deluxe,Hogar,2,4599,9198,Online,Nuevo León
2026-02-20,Audífonos ANC Studio,Electrónica,4,2124,8496,Online,Nuevo León
2026-02-20,Dron Junior HD,Juguetes,2,1519,3038,Móvil App,Nuevo León
2026-02-20,Tablet Galaxy 10",Electrónica,1,6498.50,6498.50,Marketplace,Yucatán
2026-02-20,Balón Soccer Pro FIFA,Deportes,2,549,1098,Tienda física,CDMX
2026-02-20,Juego de Mesa Familiar,Juguetes,1,449,449,Marketplace,Yucatán
2026-02-20,Vestido Floral Summer,Moda,4,1099,4396,Marketplace,Yucatán
2026-02-20,Bloques Creativos 500pz,Juguetes,1,898.50,898.50,Tienda física,Jalisco
2026-02-21,Serum Vitamina C 30ml,Belleza,1,527,527,Tienda física,Chihuahua
2026-02-21,Licuadora Turbo 1200W,Hogar,2,1699,3398,Online,CDMX
2026-02-21,Laptop Pro 14,Electrónica,3,18999,56997,Tienda física,Nuevo León
2026-02-21,Kit Bandas Elásticas,Deportes,1,299,299,Online,CDMX
2026-02-21,Juego de Ollas Antiadherentes,Hogar,1,2399,2399,Marketplace,CDMX
2026-02-21,Sudadera Hoodie Urban,Moda,2,898.50,1797,Tienda física,Puebla
2026-02-21,Casco Ciclismo Aero,Deportes,2,1299,2598,Marketplace,Yucatán
2026-02-21,Aspiradora Robot Clean+,Hogar,1,5998.50,5998.50,Tienda física,CDMX
2026-02-21,Lámpara LED Inteligente,Hogar,2,549,1098,Tienda física,Puebla
2026-02-22,Licuadora Turbo 1200W,Hogar,1,1698.50,1698.50,Marketplace,Yucatán
2026-02-22,Smart TV 55'',Electrónica,1,11499,11499,Tienda física,Yucatán
2026-02-22,Laptop Pro 14,Electrónica,1,18999,18999,Tienda física,Chihuahua
2026-02-22,Tenis Runner Air,Moda,1,2198.50,2198.50,Móvil App,Chihuahua
2026-02-22,Set de Sábanas Queen 600h,Hogar,2,1199,2398,Marketplace,Yucatán
2026-02-22,Set de Sábanas Queen 600h,Hogar,1,1198.50,1198.50,Marketplace,Chihuahua
2026-02-22,Camiseta Basic Cotton,Moda,1,399,399,Marketplace,Jalisco
2026-02-22,Cámara Action Go,Electrónica,3,7998.50,23995.50,Móvil App,Jalisco
2026-02-22,Vestido Floral Summer,Moda,2,1099,2198,Online,Nuevo León
2026-02-22,Dron Junior HD,Juguetes,1,1519,1519,Marketplace,Nuevo León
2026-02-23,Cafetera Espresso Deluxe,Hogar,1,4599,4599,Tienda física,Puebla
2026-02-23,Smart TV 55'',Electrónica,3,10924,32772,Online,CDMX
2026-02-23,Set de Sábanas Queen 600h,Hogar,1,1198.50,1198.50,Tienda física,Nuevo León
