fecha,producto,categoria,cantidad,precio_unitario,total,canal,region
2024-02-02,Smartwatch Fit 3,Electrónica,5,3298.50,16492.50,Tienda física,Jalisco
2024-02-02,Balón Soccer Pro FIFA,Deportes,3,439,1317,Móvil App,Jalisco
2024-02-04,Camiseta Basic Cotton,Moda,3,379,1137,Móvil App,CDMX
2024-02-04,Juego de Mesa Familiar,Juguetes,3,449,1347,Marketplace,CDMX
2024-02-04,Casco Ciclismo Aero,Deportes,1,1299,1299,Tienda física,CDMX
2024-02-06,Smartphone X5,Electrónica,3,8998.50,26995.50,Marketplace,Jalisco
2024-02-06,Licuadora Turbo 1200W,Hogar,2,1274,2548,Marketplace,Puebla
2024-02-06,Vestido Floral Summer,Moda,2,1098.50,2197,Tienda física,Chihuahua
2024-02-06,Paleta de Sombras Nude,Belleza,5,499,2495,Online,Chihuahua
2024-02-06,Laptop Pro 14,Electrónica,1,18999,18999,Marketplace,CDMX
2024-02-06,Consola Next X,Electrónica,2,13998.50,27997,Online,Nuevo León
2024-02-07,Serum Vitamina C 30ml,Belleza,1,659,659,Online,Chihuahua
2024-02-07,Lentes de Sol Retro,Moda,1,759,759,Móvil App,Nuevo León
2024-02-08,Lámpara LED Inteligente,Hogar,2,549,1098,Online,Nuevo León
2024-02-09,Audífonos ANC Studio,Electrónica,2,2499,4998,Móvil App,Nuevo León
2024-02-09,Serum Vitamina C 30ml,Belleza,1,659,659,Marketplace,Puebla
2024-02-09,Barra de Sonido 2.1,Electrónica,3,3498.50,10495.50,Marketplace,Jalisco
2024-02-09,Balón Soccer Pro FIFA,Deportes,2,549,1098,Online,Jalisco
2024-02-09,Smartwatch Fit 3,Electrónica,1,3299,3299,Online,Jalisco
2024-02-10,Lámpara LED Inteligente,Hogar,1,549,549,Online,Chihuahua
2024-02-10,Consola Next X,Electrónica,4,11199,44796,Marketplace,Chihuahua
2024-02-10,Tenis Runner Air,Moda,2,1869,3738,Online,CDMX
2024-02-10,Consola Next X,Electrónica,5,10499,52495,Móvil App,Chihuahua
2024-02-10,Yoga Mat Premium,Deportes,1,649,649,Online,Nuevo León
2024-02-10,Auto RC Turbo Rally,Juguetes,1,778.50,778.50,Marketplace,Nuevo León
2024-02-11,Smartphone X5,Electrónica,3,8999,26997,Móvil App,Puebla
2024-02-12,Sudadera Hoodie Urban,Moda,1,674,674,Online,Nuevo León
2024-02-12,Kit Bandas Elásticas,Deportes,3,299,897,Online,Jalisco
2024-02-13,Crema Hidratante Aloe,Belleza,1,389,389,Online,Yucatán
2024-02-13,Paleta de Sombras Nude,Belleza,1,499,499,Tienda física,CDMX
2024-02-13,Banda de Correr Plegable,Deportes,1,9999,9999,Online,Nuevo León
2024-02-13,Barra de Sonido 2.1,Electrónica,2,3499,6998,Tienda física,Chihuahua
2024-02-14,Casco Ciclismo Aero,Deportes,1,1298.50,1298.50,Marketplace,CDMX
2024-02-14,Perfume Noir Intense 100ml,Belleza,1,1899,1899,Marketplace,Nuevo León
2024-02-14,Casco Ciclismo Aero,Deportes,1,1298.50,1298.50,Marketplace,Yucatán
2024-02-14,Peluche Oso Gigante 1.5m,Juguetes,2,549,1098,Marketplace,Puebla
2024-02-15,Pantalón Chino Slim,Moda,2,949,1898,Online,Nuevo León
2024-02-16,Licuadora Turbo 1200W,Hogar,2,1699,3398,Online,CDMX
2024-02-16,Smartwatch Fit 3,Electrónica,2,3299,6598,Móvil App,Nuevo León
2024-02-19,Cafetera Espresso Deluxe,Hogar,3,4599,13797,Online,Jalisco
2024-02-19,Set Ciencia Experimentos,Juguetes,2,629,1258,Móvil App,CDMX
2024-02-19,Sudadera Hoodie Urban,Moda,2,899,1798,Marketplace,Yucatán
2024-02-20,Mancuernas Ajustables 10kg,Deportes,1,999,999,Móvil App,Chihuahua
2024-02-20,Laptop Pro 14,Electrónica,2,18999,37998,Tienda física,Nuevo León
2024-02-21,Mancuernas Ajustables 10kg,Deportes,3,999,2997,Marketplace,CDMX
2024-02-21,Tenis Runner Air,Moda,1,2199,2199,Marketplace,Puebla
2024-02-21,Crema Hidratante Aloe,Belleza,1,389,389,Móvil App,Jalisco
2024-02-22,Smartwatch Fit 3,Electrónica,2,3299,6598,Online,Jalisco
2024-02-22,Pantalón Chino Slim,Moda,2,712,1424,Online,Chihuahua
2024-02-22,Cafetera Espresso Deluxe,Hogar,1,4598.50,4598.50,Marketplace,Nuevo León
2024-02-22,Perfume Noir Intense 100ml,Belleza,1,1709,1709,Marketplace,Jalisco
2024-02-22,Lentes de Sol Retro,Moda,2,758.50,1517,Online,CDMX
2024-02-23,Crema Hidratante Aloe,Belleza,1,389,389,Online,Yucatán
2024-02-23,Teclado Mecánico RGB,Electrónica,1,1599,1599,Online,CDMX
2024-02-23,Smart TV 55'',Electrónica,2,11499,22998,Tienda física,Nuevo León
2024-02-25,Aspiradora Robot Clean+,Hogar,1,5999,5999,Tienda física,CDMX
2024-02-25,Teclado Mecánico RGB,Electrónica,2,1439,2878,Marketplace,CDMX
2024-02-25,Kit Bandas Elásticas,Deportes,1,299,299,Online,CDMX
2024-02-25,Bloques Creativos 500pz,Juguetes,5,899,4495,Marketplace,Nuevo León
2024-02-25,Peluche Oso Gigante 1.5m,Juguetes,1,549,549,Online,Nuevo León
2024-02-26,Laptop Pro 14,Electrónica,2,18999,37998,Online,Nuevo León
2024-02-26,Crema Hidratante Aloe,Belleza,2,389,778,Móvil App,Nuevo León
2024-02-27,Balón Soccer Pro FIFA,Deportes,2,549,1098,Móvil App,CDMX
2024-02-27,Set de Sábanas Queen 600h,Hogar,1,1139,1139,Online,Chihuahua
2024-02-27,Consola Next X,Electrónica,1,13998.50,13998.50,Online,CDMX
2024-02-28,Tenis Runner Air,Moda,2,2199,4398,Marketplace,Jalisco
2024-02-28,Consola Next X,Electrónica,2,13998.50,27997,Tienda física,Chihuahua
2024-02-28,Rizador de Pelas Digital,Belleza,2,899,1798,Marketplace,Nuevo León
2024-02-28,Barra de Sonido 2.1,Electrónica,1,3499,3499,Marketplace,CDMX
2024-02-29,Juego de Ollas Antiadherentes,Hogar,1,2399,2399,Online,Yucatán
2024-02-29,Juego de Ollas Antiadherentes,Hogar,2,2399,4798,Móvil App,Puebla
2024-02-29,Teclado Mecánico RGB,Electrónica,2,1359,2718,Marketplace,Jalisco
2024-03-03,Juego de Mesa Familiar,Juguetes,1,337,337,Online,Nuevo León
2024-03-03,Set Ciencia Experimentos,Juguetes,1,628.50,628.50,Marketplace,Chihuahua
2024-03-03,Perfume Noir Intense 100ml,Belleza,1,1899,1899,Online,Nuevo León
2024-03-04,Auto RC Turbo Rally,Juguetes,1,584,584,Marketplace,Jalisco
2024-03-04,Serum Vitamina C 30ml,Belleza,1,659,659,Tienda física,Jalisco
2024-03-04,Bloques Creativos 500pz,Juguetes,2,899,1798,Tienda física,Jalisco
2024-03-04,Smartwatch Fit 3,Electrónica,1,2969,2969,Online,Yucatán
2024-03-05,Banda de Correr Plegable,Deportes,1,12499,12499,Móvil App,Yucatán
2024-03-05,Licuadora Turbo 1200W,Hogar,1,1698.50,1698.50,Móvil App,Jalisco
2024-03-05,Paleta de Sombras Nude,Belleza,2,499,998,Online,Puebla
2024-03-05,Camiseta Basic Cotton,Moda,2,299,598,Marketplace,Puebla
2024-03-06,Cámara Action Go,Electrónica,1,6799,6799,Online,Jalisco
2024-03-06,Smart TV 55'',Electrónica,1,11499,11499,Online,Jalisco
2024-03-06,Licuadora Turbo 1200W,Hogar,1,1444,1444,Tienda física,Chihuahua
2024-03-06,Consola Next X,Electrónica,2,13999,27998,Marketplace,CDMX
2024-03-07,Peluche Oso Gigante 1.5m,Juguetes,3,549,1647,Online,CDMX
2024-03-07,Set de Sábanas Queen 600h,Hogar,1,1199,1199,Online,Chihuahua
2024-03-07,Licuadora Turbo 1200W,Hogar,3,1699,5097,Móvil App,Jalisco
2024-03-07,Juego de Ollas Antiadherentes,Hogar,2,2399,4798,Online,Nuevo León
2024-03-08,Cámara Action Go,Electrónica,3,7999,23997,Móvil App,Yucatán
2024-03-08,Vestido Floral Summer,Moda,1,1099,1099,Marketplace,Nuevo León
2024-03-08,Bolso de Cuero Milano,Moda,2,1898.50,3797,Online,Nuevo León
2024-03-08,Casco Ciclismo Aero,Deportes,1,974,974,Online,CDMX
2024-03-09,Serum Vitamina C 30ml,Belleza,2,658.50,1317,Online,CDMX
2024-03-09,Chamarra Denim Classic,Moda,2,1299,2598,Online,Chihuahua
2024-03-10,Aspiradora Robot Clean+,Hogar,1,5699,5699,Marketplace,Yucatán
2024-03-10,Secadora Iónica 2200W,Belleza,2,1499,2998,Online,CDMX
2024-03-11,Casco Ciclismo Aero,Deportes,3,1299,3897,Online,Chihuahua
2024-03-11,Tablet Galaxy 10",Electrónica,1,6499,6499,Móvil App,CDMX
2024-03-11,Barra de Sonido 2.1,Electrónica,1,3499,3499,Online,Puebla
2024-03-12,Pantalón Chino Slim,Moda,1,949,949,Tienda física,Puebla
2024-03-12,Smart TV 55'',Electrónica,2,11499,22998,Online,Jalisco
2024-03-12,Secadora Iónica 2200W,Belleza,1,1498.50,1498.50,Marketplace,Nuevo León
2024-03-14,Juego de Ollas Antiadherentes,Hogar,2,2399,4798,Online,Jalisco
2024-03-14,Laptop Pro 14,Electrónica,1,18999,18999,Marketplace,Yucatán
2024-03-16,Casco Ciclismo Aero,Deportes,1,1234,1234,Online,CDMX
2024-03-16,Juego de Ollas Antiadherentes,Hogar,1,2398.50,2398.50,Móvil App,Jalisco
2024-03-16,Lentes de Sol Retro,Moda,1,759,759,Online,Nuevo León
2024-03-16,Lentes de Sol Retro,Moda,2,759,1518,Marketplace,CDMX
2024-03-17,Juego de Mesa Familiar,Juguetes,3,449,1347,Tienda física,CDMX
2024-03-17,Juego de Mesa Familiar,Juguetes,3,449,1347,Marketplace,Nuevo León
2024-03-18,Barra de Sonido 2.1,Electrónica,3,3498.50,10495.50,Online,Nuevo León
2024-03-18,Set Ciencia Experimentos,Juguetes,1,566,566,Móvil App,Nuevo León
2024-03-18,Aspiradora Robot Clean+,Hogar,1,5999,5999,Online,CDMX
2024-03-18,Smart TV 55'',Electrónica,1,11499,11499,Tienda física,Yucatán
2024-03-21,Balón Soccer Pro FIFA,Deportes,1,549,549,Marketplace,Chihuahua
2024-03-21,Secadora Iónica 2200W,Belleza,1,1499,1499,Marketplace,Yucatán
2024-03-21,Balón Soccer Pro FIFA,Deportes,4,548.50,2194,Marketplace,CDMX
2024-03-21,Audífonos ANC Studio,Electrónica,2,2498.50,4997,Marketplace,Puebla
2024-03-21,Set Ciencia Experimentos,Juguetes,2,629,1258,Online,Puebla
2024-03-22,Yoga Mat Premium,Deportes,1,649,649,Tienda física,Jalisco
2024-03-22,Kit Bandas Elásticas,Deportes,1,299,299,Marketplace,CDMX
2024-03-23,Crema Hidratante Aloe,Belleza,3,389,1167,Tienda física,Chihuahua
2024-03-23,Barra de Sonido 2.1,Electrónica,1,3499,3499,Móvil App,CDMX
2024-03-23,Banda de Correr Plegable,Deportes,3,12498.50,37495.50,Online,Jalisco
2024-03-23,Teclado Mecánico RGB,Electrónica,2,1599,3198,Online,Jalisco
2024-03-23,Consola Next X,Electrónica,1,13998.50,13998.50,Online,Jalisco
2024-03-25,Serum Vitamina C 30ml,Belleza,1,659,659,Online,CDMX
2024-03-25,Licuadora Turbo 1200W,Hogar,2,1698.50,3397,Móvil App,CDMX
2024-03-26,Rizador de Pelas Digital,Belleza,1,899,899,Marketplace,Puebla
2024-03-26,Tablet Galaxy 10",Electrónica,1,6498.50,6498.50,Móvil App,CDMX
2024-03-26,Sudadera Hoodie Urban,Moda,1,899,899,Online,CDMX
2024-03-27,Licuadora Turbo 1200W,Hogar,2,1699,3398,Online,Puebla
2024-03-27,Crema Hidratante Aloe,Belleza,2,389,778,Marketplace,CDMX
2024-03-27,Lentes de Sol Retro,Moda,1,758.50,758.50,Tienda física,Yucatán
2024-03-27,Tablet Galaxy 10",Electrónica,1,6498.50,6498.50,Tienda física,Yucatán
2024-03-27,Serum Vitamina C 30ml,Belleza,1,658.50,658.50,Marketplace,Jalisco
2024-03-28,Crema Hidratante Aloe,Belleza,6,389,2334,Marketplace,Chihuahua
2024-03-29,Juego de Mesa Familiar,Juguetes,2,449,898,Online,CDMX
2024-03-29,Paleta de Sombras Nude,Belleza,2,424,848,Móvil App,Puebla
2024-03-29,Juego de Mesa Familiar,Juguetes,1,449,449,Marketplace,CDMX
2024-03-29,Pantalón Chino Slim,Moda,1,949,949,Tienda física,Nuevo León
2024-03-30,Bicicleta Urbana R26,Deportes,1,7998.50,7998.50,Tienda física,Nuevo León
2024-03-31,Laptop Pro 14,Electrónica,2,18999,37998,Online,Nuevo León
2024-03-31,Juego de Mesa Familiar,Juguetes,3,449,1347,Online,Jalisco
2024-03-31,Teclado Mecánico RGB,Electrónica,1,1599,1599,Marketplace,Nuevo León
2024-03-31,Juego de Mesa Familiar,Juguetes,1,449,449,Tienda física,CDMX
2024-04-01,Auto RC Turbo Rally,Juguetes,1,662,662,Marketplace,CDMX
2024-04-01,Licuadora Turbo 1200W,Hogar,2,1444,2888,Móvil App,Nuevo León
2024-04-01,Purificador de Aire Mini,Hogar,2,2899,5798,Online,Chihuahua
2024-04-01,Smartwatch Fit 3,Electrónica,1,3298.50,3298.50,Online,CDMX
2024-04-01,Camiseta Basic Cotton,Moda,1,399,399,Tienda física,Chihuahua
2024-04-02,Laptop Pro 14,Electrónica,1,18999,18999,Tienda física,CDMX
2024-04-02,Yoga Mat Premium,Deportes,5,649,3245,Online,Jalisco
2024-04-02,Smartwatch Fit 3,Electrónica,1,3299,3299,Marketplace,Puebla
2024-04-02,Set de Sábanas Queen 600h,Hogar,1,1199,1199,Online,CDMX
2024-04-02,Sudadera Hoodie Urban,Moda,1,898.50,898.50,Tienda física,Chihuahua
2024-04-02,Balón Soccer Pro FIFA,Deportes,1,412,412,Online,CDMX
2024-04-03,Secadora Iónica 2200W,Belleza,1,1349,1349,Móvil App,CDMX
2024-04-04,Barra de Sonido 2.1,Electrónica,2,3498.50,6997,Móvil App,Yucatán
2024-04-04,Purificador de Aire Mini,Hogar,1,2898.50,2898.50,Online,Nuevo León
2024-04-04,Peluche Oso Gigante 1.5m,Juguetes,1,549,549,Online,CDMX
2024-04-04,Dron Junior HD,Juguetes,1,1519,1519,Online,Chihuahua
2024-04-05,Juego de Mesa Familiar,Juguetes,3,449,1347,Online,CDMX
2024-04-05,Teclado Mecánico RGB,Electrónica,2,1599,3198,Online,Puebla
2024-04-05,Serum Vitamina C 30ml,Belleza,2,659,1318,Online,Nuevo León
2024-04-06,Kit Bandas Elásticas,Deportes,2,299,598,Tienda física,CDMX
2024-04-06,Cámara Action Go,Electrónica,2,7999,15998,Marketplace,Chihuahua
2024-04-06,Secadora Iónica 2200W,Belleza,1,1124,1124,Marketplace,CDMX
2024-04-06,Cafetera Espresso Deluxe,Hogar,1,4599,4599,Online,Nuevo León
2024-04-06,Smartphone X5,Electrónica,2,8999,17998,Marketplace,Yucatán
2024-04-09,Cámara Action Go,Electrónica,3,7998.50,23995.50,Marketplace,CDMX
2024-04-09,Smartphone X5,Electrónica,1,8999,8999,Móvil App,Chihuahua
2024-04-09,Bolso de Cuero Milano,Moda,2,1804,3608,Móvil App,CDMX
2024-04-09,Paleta de Sombras Nude,Belleza,2,499,998,Tienda física,Jalisco
2024-04-09,Barra de Sonido 2.1,Electrónica,2,3498.50,6997,Tienda física,Puebla
2024-04-09,Crema Hidratante Aloe,Belleza,1,389,389,Online,Nuevo León
2024-04-09,Consola Next X,Electrónica,2,10499,20998,Marketplace,Jalisco
2024-04-10,Crema Hidratante Aloe,Belleza,1,389,389,Móvil App,Puebla
2024-04-11,Bloques Creativos 500pz,Juguetes,1,899,899,Marketplace,Jalisco
2024-04-12,Laptop Pro 14,Electrónica,2,18998.50,37997,Marketplace,Jalisco
2024-04-12,Bolso de Cuero Milano,Moda,1,1898.50,1898.50,Tienda física,CDMX
2024-04-12,Set Ciencia Experimentos,Juguetes,1,628.50,628.50,Online,Puebla
2024-04-13,Barra de Sonido 2.1,Electrónica,1,3498.50,3498.50,Tienda física,Nuevo León
2024-04-13,Audífonos ANC Studio,Electrónica,3,2249,6747,Marketplace,CDMX
2024-04-14,Licuadora Turbo 1200W,Hogar,1,1699,1699,Online,Jalisco
2024-04-14,Perfume Noir Intense 100ml,Belleza,2,1614,3228,Marketplace,Nuevo León
2024-04-14,Vestido Floral Summer,Moda,2,989,1978,Tienda física,Nuevo León
2024-04-15,Cámara Action Go,Electrónica,3,6399,19197,Online,Puebla
2024-04-15,Audífonos ANC Studio,Electrónica,2,2498.50,4997,Marketplace,Puebla
2024-04-15,Serum Vitamina C 30ml,Belleza,2,593,1186,Online,Yucatán
2024-04-16,Set Ciencia Experimentos,Juguetes,2,628.50,1257,Tienda física,Puebla
2024-04-16,Peluche Oso Gigante 1.5m,Juguetes,1,549,549,Online,Jalisco
2024-04-17,Bloques Creativos 500pz,Juguetes,2,719,1438,Marketplace,Chihuahua
2024-04-18,Tablet Galaxy 10",Electrónica,2,6498.50,12997,Tienda física,CDMX
2024-04-18,Banda de Correr Plegable,Deportes,2,12498.50,24997,Tienda física,Nuevo León
2024-04-18,Paleta de Sombras Nude,Belleza,1,499,499,Tienda física,Yucatán
2024-04-18,Mancuernas Ajustables 10kg,Deportes,1,999,999,Online,Nuevo León
2024-04-18,Bolso de Cuero Milano,Moda,2,1424,2848,Online,CDMX
2024-04-20,Sudadera Hoodie Urban,Moda,1,899,899,Tienda física,CDMX
2024-04-20,Paleta de Sombras Nude,Belleza,1,499,499,Online,Nuevo León
2024-04-20,Aspiradora Robot Clean+,Hogar,2,5999,11998,Marketplace,Yucatán
2024-04-20,Set Ciencia Experimentos,Juguetes,2,629,1258,Tienda física,CDMX
2024-04-21,Laptop Pro 14,Electrónica,1,18998.50,18998.50,Online,Nuevo León
2024-04-21,Rizador de Pelas Digital,Belleza,3,899,2697,Online,Nuevo León
2024-04-22,Smartwatch Fit 3,Electrónica,3,3298.50,9895.50,Online,Jalisco
2024-04-23,Cámara Action Go,Electrónica,1,7999,7999,Tienda física,Chihuahua
2024-04-23,Smart TV 55'',Electrónica,1,10349,10349,Móvil App,Nuevo León
2024-04-23,Laptop Pro 14,Electrónica,1,18999,18999,Marketplace,Chihuahua
2024-04-25,Set de Sábanas Queen 600h,Hogar,2,1079,2158,Online,CDMX
2024-04-25,Smart TV 55'',Electrónica,2,11499,22998,Online,Nuevo León
2024-04-26,Purificador de Aire Mini,Hogar,4,2754,11016,Online,CDMX
2024-04-26,Secadora Iónica 2200W,Belleza,2,1498.50,2997,Marketplace,Chihuahua
2024-04-26,Mancuernas Ajustables 10kg,Deportes,2,949,1898,Online,Jalisco
2024-04-28,Kit Bandas Elásticas,Deportes,3,299,897,Online,CDMX
2024-04-28,Juego de Ollas Antiadherentes,Hogar,1,2399,2399,Tienda física,Nuevo León
2024-04-28,Set Ciencia Experimentos,Juguetes,1,628.50,628.50,Online,Jalisco
2024-04-28,Consola Next X,Electrónica,1,10499,10499,Online,Nuevo León
2024-04-29,Casco Ciclismo Aero,Deportes,2,1299,2598,Marketplace,CDMX
2024-04-29,Balón Soccer Pro FIFA,Deportes,5,549,2745,Online,Jalisco
2024-04-29,Banda de Correr Plegable,Deportes,2,12499,24998,Online,Nuevo León
2024-04-30,Vestido Floral Summer,Moda,3,934,2802,Tienda física,CDMX
2024-04-30,Lámpara LED Inteligente,Hogar,2,549,1098,Online,Yucatán
2024-05-01,Purificador de Aire Mini,Hogar,2,2464,4928,Online,CDMX
2024-05-02,Laptop Pro 14,Electrónica,1,18998.50,18998.50,Online,Yucatán
2024-05-02,Cafetera Espresso Deluxe,Hogar,2,4598.50,9197,Online,Puebla
2024-05-02,Dron Junior HD,Juguetes,1,1599,1599,Móvil App,Nuevo León
2024-05-02,Bicicleta Urbana R26,Deportes,1,7999,7999,Online,Jalisco
2024-05-03,Camiseta Basic Cotton,Moda,3,399,1197,Marketplace,Yucatán
2024-05-03,Casco Ciclismo Aero,Deportes,2,1299,2598,Tienda física,Chihuahua
2024-05-03,Chamarra Denim Classic,Moda,1,974,974,Móvil App,Nuevo León
2024-05-03,Sudadera Hoodie Urban,Moda,2,899,1798,Marketplace,Jalisco
2024-05-03,Purificador de Aire Mini,Hogar,2,2899,5798,Online,Jalisco
2024-05-03,Juego de Ollas Antiadherentes,Hogar,2,2399,4798,Tienda física,CDMX
2024-05-03,Aspiradora Robot Clean+,Hogar,1,5699,5699,Online,CDMX
2024-05-03,Audífonos ANC Studio,Electrónica,2,2499,4998,Marketplace,CDMX
2024-05-04,Set de Sábanas Queen 600h,Hogar,2,1199,2398,Tienda física,Jalisco
2024-05-05,Consola Next X,Electrónica,5,13998.50,69992.50,Móvil App,CDMX
2024-05-05,Sudadera Hoodie Urban,Moda,1,899,899,Online,Yucatán
2024-05-06,Tablet Galaxy 10",Electrónica,1,5199,5199,Tienda física,CDMX
2024-05-06,Set Ciencia Experimentos,Juguetes,2,628.50,1257,Tienda física,Yucatán
2024-05-07,Tablet Galaxy 10",Electrónica,2,6499,12998,Online,Jalisco
2024-05-08,Secadora Iónica 2200W,Belleza,1,1424,1424,Móvil App,CDMX
2024-05-08,Perfume Noir Intense 100ml,Belleza,1,1899,1899,Online,CDMX
2024-05-09,Set de Sábanas Queen 600h,Hogar,2,1199,2398,Tienda física,Jalisco
2024-05-09,Kit Bandas Elásticas,Deportes,2,269,538,Tienda física,Nuevo León
